placeType,scenario,order,speaker,korean,english,romanization,vocabulary
airport,3. Boarding (탑승),1,Staff,탑승구가 어디예요?,Where is the boarding gate?,Tapseungguga eodiyeyo?,
airport,3. Boarding (탑승),2,Customer,탑승권 보여주세요.,Show me your boarding pass.,Tapseunggwon boyeojuseyo.,
airport,3. Boarding (탑승),3,Staff,여기요.,Here.,Yeogiyo.,
airport,3. Boarding (탑승),4,Customer,32번 게이트예요. 저쪽이요.,Gate 32. Over there.,Samsip-i-beon geiteu-yeyo. Jeojjog-iyo.,
airport,3. Boarding (탑승),5,Staff,탑승 시간이 언제예요?,What time is boarding?,Tapseung sigani eonjeyeyo?,
airport,3. Boarding (탑승),6,Customer,2시 30분부터요.,From 2:30.,Du-si samsip-bunbuteoyo.,
airport,3. Boarding (탑승),7,Staff,감사합니다.,Thank you.,Gamsahamnida.,
airport,3. Boarding (탑승),8,Customer,좋은 비행 되세요.,Have a good flight.,Joeun bihaeng doeseyo.,
airport,4. Immigration (입국심사),1,Staff,여권 보여주세요.,Passport please.,Yeogwon boyeojuseyo.,
airport,4. Immigration (입국심사),2,Customer,여기요.,Here.,Yeogiyo.,
airport,4. Immigration (입국심사),3,Staff,한국에 온 목적이 뭐예요?,What is your purpose in Korea?,Hanguge on mokjeogi mwoyeyo?,
airport,4. Immigration (입국심사),4,Customer,관광이요.,Tourism.,Gwangwang-iyo.,
airport,4. Immigration (입국심사),5,Staff,며칠 동안 머물러요?,How many days will you stay?,Myeochil dongan meomulleoyo?,
airport,4. Immigration (입국심사),6,Customer,일주일이요.,One week.,Iljuil-iyo.,
airport,4. Immigration (입국심사),7,Staff,어디서 묵어요?,Where will you stay?,Eodiseo mugeoyo?,
airport,4. Immigration (입국심사),8,Customer,명동 호텔이요.,A hotel in Myeongdong.,Myeongdong hotel-iyo.,
airport,5. Lost Luggage (수하물 분실),1,Staff,제 짐이 안 나왔어요.,My luggage didn't come out.,Je jimi an nawasseoyo.,
airport,5. Lost Luggage (수하물 분실),2,Customer,탑승권 보여주세요.,Show me your boarding pass.,Tapseunggwon boyeojuseyo.,
airport,5. Lost Luggage (수하물 분실),3,Staff,가방이 검정색 캐리어예요.,It's a black suitcase.,Gabangi geomjeongsaek kaerieo-yeyo.,
airport,5. Lost Luggage (수하물 분실),4,Customer,찾아볼게요. 연락처 남겨주세요.,I'll look for it. Leave your contact.,Chajavolgeyo. Yeollakcheo namgyeojuseyo.,
airport,5. Lost Luggage (수하물 분실),5,Staff,호텔로 배송해 줄 수 있어요?,Can you deliver it to my hotel?,Hotello baesong hae jul su isseoyo?,
airport,5. Lost Luggage (수하물 분실),6,Customer,네 가능해요.,Yes that's possible.,Ne ganeunghaeyo.,
airport,5. Lost Luggage (수하물 분실),7,Staff,감사합니다. 걱정됐어요.,Thank you. I was worried.,Gamsahamnida. Geokjeongdwaesseoyo.,
airport,5. Lost Luggage (수하물 분실),8,Customer,걱정 마세요. 꼭 찾아드릴게요.,Don't worry. We'll definitely find it.,Geokjeong maseyo. Kkok chajadeurilgeyo.,
market,1. Bargaining (흥정하기),1,Staff,이거 얼마예요?,How much is this?,Igeo eolmayeyo?,
market,1. Bargaining (흥정하기),2,Customer,10000원이요.,10,Man-won-iyo.,
market,1. Bargaining (흥정하기),3,Staff,너무 비싸요. 깎아 주세요.,Too expensive. Give me a discount.,Neomu bissayo. Kkakka juseyo.,
market,1. Bargaining (흥정하기),4,Customer,그럼 8000원에 드릴게요.,Then I'll give it to you for 8,Geureom palcheon-wone deurilgeyo.,
market,1. Bargaining (흥정하기),5,Staff,5000원은 안 돼요?,How about 5,Ocheon-woneun an dwaeyo?,
market,1. Bargaining (흥정하기),6,Customer,그건 너무 싸요. 7000원이요.,That's too cheap. 7,Geugeon neomu ssayo. Chilcheon-won-iyo.,
market,1. Bargaining (흥정하기),7,Staff,좋아요. 살게요.,Okay. I'll buy it.,Joayo. Salgeyo.,
market,1. Bargaining (흥정하기),8,Customer,감사합니다!,Thank you!,Gamsahamnida!,
market,2. Choosing Items (상품 선택),1,Staff,이거 뭐예요?,What is this?,Igeo mwoyeyo?,
market,2. Choosing Items (상품 선택),2,Customer,이건 떡이에요. 한국 전통 음식이요.,This is tteok. Korean traditional food.,Igeon tteog-ieyo. Hanguk jeontong eumsig-iyo.,
market,2. Choosing Items (상품 선택),3,Staff,맛볼 수 있어요?,Can I taste it?,Matbol su isseoyo?,
market,2. Choosing Items (상품 선택),4,Customer,네 여기요. 드셔보세요.,Yes here. Try it.,Ne yeogiyo. Deusyeoboseyo.,
market,2. Choosing Items (상품 선택),5,Staff,맛있네요! 한 봉지 주세요.,Delicious! One bag please.,Masinneyo! Han bongji juseyo.,
market,2. Choosing Items (상품 선택),6,Customer,5000원이요.,5,Ocheon-won-iyo.,
market,2. Choosing Items (상품 선택),7,Staff,두 봉지 사면 얼마예요?,How much for two bags?,Du bongji samyeon eolmayeyo?,
market,2. Choosing Items (상품 선택),8,Customer,8000원에 드릴게요.,I'll give them for 8,Palcheon-wone deurilgeyo.,
market,3. Payment (결제하기),1,Staff,현금만 돼요?,Cash only?,Hyeongeum-man dwaeyo?,
market,3. Payment (결제하기),2,Customer,아니요. 카드도 돼요.,No. Cards are okay too.,Aniyo. Kadeudo dwaeyo.,
market,3. Payment (결제하기),3,Staff,여기 20000원이요.,Here's 20,Yeogi iman-won-iyo.,
market,3. Payment (결제하기),4,Customer,5000원 거슬러 드릴게요.,Here's 5,Ocheon-won geoseulleo deurilgeyo.,
market,3. Payment (결제하기),5,Staff,봉투 있어요?,Do you have a bag?,Bongtu isseoyo?,
market,3. Payment (결제하기),6,Customer,100원이요.,100 won.,Baek-won-iyo.,
market,3. Payment (결제하기),7,Staff,괜찮아요. 제 가방에 넣을게요.,That's okay. I'll put it in my bag.,Gwaenchanayo. Je gabange neoeulgeyo.,
market,3. Payment (결제하기),8,Customer,네 감사합니다!,Yes thank you!,Ne gamsahamnida!,
bank,1. Opening Account (계좌 개설),1,Staff,계좌 개설하고 싶어요.,I want to open an account.,Gyejwa gaesulhago sipeoyo.,
bank,1. Opening Account (계좌 개설),2,Customer,여권하고 비자 보여주세요.,Show me your passport and visa.,Yeogwon-hago bija boyeojuseyo.,
bank,1. Opening Account (계좌 개설),3,Staff,여기 있어요.,Here you are.,Yeogi isseoyo.,
bank,1. Opening Account (계좌 개설),4,Customer,한국 전화번호 있으세요?,Do you have a Korean phone number?,Hanguk jeonhwabeonho isseuseyo?,
bank,1. Opening Account (계좌 개설),5,Staff,네 있어요.,Yes I do.,Ne isseoyo.,
bank,1. Opening Account (계좌 개설),6,Customer,이 양식 작성해 주세요.,Please fill out this form.,I yangsik jakseong hae juseyo.,
bank,1. Opening Account (계좌 개설),7,Staff,비밀번호는 몇 자리예요?,How many digits for the PIN?,Bimilbeonhoneun myeot jariyeyo?,
bank,1. Opening Account (계좌 개설),8,Customer,4자리요.,4 digits.,Ne-jariyo.,
bank,2. Currency Exchange (환전),1,Staff,환전하고 싶어요.,I want to exchange money.,Hwanjeonhago sipeoyo.,
bank,2. Currency Exchange (환전),2,Customer,어떤 통화요?,What currency?,Eotteon tonghwayo?,
bank,2. Currency Exchange (환전),3,Staff,달러를 원화로요.,Dollars to won.,Dalleoreul wonhwaro-yo.,
bank,2. Currency Exchange (환전),4,Customer,얼마를 바꾸실 거예요?,How much do you want to exchange?,Eolmareul bakkusil geoyeyo?,
bank,2. Currency Exchange (환전),5,Staff,500달러요.,500 dollars.,Obaek-dalleo-yo.,
bank,2. Currency Exchange (환전),6,Customer,오늘 환율이 1달러에 1300원이에요.,Today's rate is 1,Oneul hwallyuri il-dalleoe cheonsambaek-won-ieyo.,
bank,2. Currency Exchange (환전),7,Staff,좋아요. 바꿔주세요.,Okay. Please exchange it.,Joayo. Bakkwojuseyo.,
bank,2. Currency Exchange (환전),8,Customer,650000원입니다. 여기요.,Here's 650,Yuksipoman-wonimida. Yeogiyo.,
bank,3. Using ATM (ATM 이용),1,Staff,ATM이 어디 있어요?,Where is the ATM?,ATM-i eodi isseoyo?,
bank,3. Using ATM (ATM 이용),2,Customer,저쪽 입구 옆에 있어요.,It's next to the entrance over there.,Jeojjok ipgu yeope isseoyo.,
bank,3. Using ATM (ATM 이용),3,Staff,외국 카드도 돼요?,Does it accept foreign cards?,Oeguk kadeudo dwaeyo?,
bank,3. Using ATM (ATM 이용),4,Customer,네 국제카드 다 돼요.,Yes all international cards work.,Ne gukjekadeu da dwaeyo.,
bank,3. Using ATM (ATM 이용),5,Staff,영어로 할 수 있어요?,Can I use it in English?,Yeongeoro hal su isseoyo?,
bank,3. Using ATM (ATM 이용),6,Customer,네 언어 선택하시면 돼요.,Yes just select the language.,Ne eoneo seontakasimyeon dwaeyo.,
bank,3. Using ATM (ATM 이용),7,Staff,수수료가 있어요?,Is there a fee?,Susuryoga isseoyo?,
bank,3. Using ATM (ATM 이용),8,Customer,네 3000원이요.,Yes 3,Ne samcheon-won-iyo.,
bank,4. Wire Transfer (송금),1,Staff,해외 송금하고 싶어요.,I want to make an international transfer.,Haeoe songgeumhago sipeoyo.,
bank,4. Wire Transfer (송금),2,Customer,어느 나라로요?,To which country?,Eoneu nararo-yo?,
bank,4. Wire Transfer (송금),3,Staff,미국이요.,United States.,Migug-iyo.,
bank,4. Wire Transfer (송금),4,Customer,금액이 얼마예요?,What is the amount?,Geumaegi eolmayeyo?,
bank,4. Wire Transfer (송금),5,Staff,100만원이요.,1,Baengman-won-iyo.,
bank,4. Wire Transfer (송금),6,Customer,수수료가 20000원이에요.,The fee is 20,Susuryoga iman-won-ieyo.,
bank,4. Wire Transfer (송금),7,Staff,며칠 걸려요?,How many days will it take?,Myeochil geollyeoyo?,
bank,4. Wire Transfer (송금),8,Customer,2~3일 정도요.,About 2-3 days.,I-sam-il jeongdoyo.,
communication,1. Buying SIM Card (유심 구매),1,Staff,유심 카드 사고 싶어요.,I want to buy a SIM card.,Yusim kadeu sago sipeoyo.,
communication,1. Buying SIM Card (유심 구매),2,Customer,여권 보여주세요.,Show me your passport.,Yeogwon boyeojuseyo.,
communication,1. Buying SIM Card (유심 구매),3,Staff,프리페이드로요.,Prepaid please.,Peuripeideu-royo.,
communication,1. Buying SIM Card (유심 구매),4,Customer,며칠짜리로요?,For how many days?,Myeochil-jjariro-yo?,
communication,1. Buying SIM Card (유심 구매),5,Staff,일주일이요.,One week.,Iljuil-iyo.,
communication,1. Buying SIM Card (유심 구매),6,Customer,데이터 무제한 33000원이요.,Unlimited data is 33,Deiteo mujeh-an samman-samcheon-won-iyo.,
communication,1. Buying SIM Card (유심 구매),7,Staff,좋아요. 설치도 해주세요.,Good. Please install it too.,Joayo. Seolchido haejuseyo.,
communication,1. Buying SIM Card (유심 구매),8,Customer,네 5분이면 돼요.,Yes it takes 5 minutes.,Ne o-bun-imyeon dwaeyo.,
communication,1. phoneplan,1,Staff,한 달 요금제 뭐가 있어요?,What monthly plans do you have?,Han dal yogeumje mwoga isseoyo?,
communication,1. phoneplan,2,Customer,55000원에 무제한 데이터요.,55,Oman-ocheon-wone mujeh-an deiteoyo.,
communication,1. phoneplan,3,Staff,통화도 무제한이에요?,Are calls unlimited too?,Tonghwado mujeh-an-ieyo?,
communication,1. phoneplan,4,Customer,네 국내 통화 무제한이요.,Yes unlimited domestic calls.,Ne guknae tonghwa mujeh-an-iyo.,
communication,1. phoneplan,5,Staff,국제전화는요?,What about international calls?,Gukjejeonhwaneunyo?,
communication,1. phoneplan,6,Customer,분당 300원이요.,300 won per minute.,Bundang sambaek-won-iyo.,
communication,1. phoneplan,7,Staff,그 요금제로 할게요.,I'll take that plan.,Geu yogeumjero halgeyo.,
communication,1. phoneplan,8,Customer,신분증 필요해요.,I need your ID.,Sinbunjeung piryohaeyo.,
communication,1. recharge,1,Staff,데이터 충전하고 싶어요.,I want to recharge data.,Deiteo chungjeonhago sipeoyo.,
communication,1. recharge,2,Customer,몇 기가요?,How many gigabytes?,Myeot gigayo?,
communication,1. recharge,3,Staff,5기가요. 얼마예요?,5 gigabytes. How much?,O-gigayo. Eolmayeyo?,
communication,1. recharge,4,Customer,11000원이요.,11,Man-cheon-won-iyo.,
communication,1. recharge,5,Staff,바로 되나요?,Will it be activated immediately?,Baro doenayo?,
communication,1. recharge,6,Customer,네 바로 충전돼요.,Yes it activates immediately.,Ne baro chungjeondwaeyo.,
communication,1. recharge,7,Staff,현금으로 할게요.,I'll pay cash.,Hyeongeumuro halgeyo.,
communication,1. recharge,8,Customer,감사합니다. 여기 영수증이요.,Thank you. Here's your receipt.,Gamsahamnida. Yeogi yeongsujeung-iyo.,
police,1. Filing Report (신고하기),1,Staff,신고하러 왔어요.,I came to file a report.,Singoharo wasseoyo.,
police,1. Filing Report (신고하기),2,Customer,무슨 일이세요?,What happened?,Museun iriseyo?,
police,1. Filing Report (신고하기),3,Staff,지갑을 도둑맞았어요.,My wallet was stolen.,Jigabeul dodungmajasseoyo.,
police,1. Filing Report (신고하기),4,Customer,어디서요?,Where?,Eodiseoyo?,
police,1. Filing Report (신고하기),5,Staff,명동 지하철역에서요.,At Myeongdong subway station.,Myeongdong jihacheol-yeog-eseoyo.,
police,1. Filing Report (신고하기),6,Customer,몇 시쯤이요?,Around what time?,Myeot sijjeum-iyo?,
police,1. Filing Report (신고하기),7,Staff,오후 3시쯤이요.,Around 3 PM.,Ohu se-sijjeum-iyo.,
police,1. Filing Report (신고하기),8,Customer,이 양식 작성해 주세요.,Please fill out this form.,I yangsik jakseong hae juseyo.,
police,2. Lost Item (분실물),1,Staff,분실물 센터가 어디예요?,Where is the lost and found?,Bunsilmul senteoga eodiyeyo?,
police,2. Lost Item (분실물),2,Customer,저쪽 2층에 있어요.,It's on the 2nd floor over there.,Jeojjok i-cheunge isseoyo.,
police,2. Lost Item (분실물),3,Staff,휴대폰을 잃어버렸어요.,I lost my phone.,Hyudaeponeul ireobeolyeosseoyo.,
police,2. Lost Item (분실물),4,Customer,어디서 잃어버리셨어요?,Where did you lose it?,Eodiseo ireobeorisyeosseoyo?,
police,2. Lost Item (분실물),5,Staff,버스에서요.,On the bus.,Beoseu-eseoyo.,
police,2. Lost Item (분실물),6,Customer,버스 번호 아세요?,Do you know the bus number?,Beoseu beonho aseyo?,
police,2. Lost Item (분실물),7,Staff,143번이요.,Number 143.,Baek-sasip-sam-beon-iyo.,
police,2. Lost Item (분실물),8,Customer,연락처 남겨주세요. 찾으면 연락드릴게요.,Leave your contact. We'll call if we find it.,Yeollakcheo namgyeojuseyo. Chajeumyeon yeollakdeurilgeyo.,
police,3. Asking for Help (도움 요청),1,Staff,도와주세요!,Help me!,Dowajuseyo!,
police,3. Asking for Help (도움 요청),2,Customer,무슨 일이에요?,What's wrong?,Museun irieyo?,
police,3. Asking for Help (도움 요청),3,Staff,누가 저를 따라와요.,Someone is following me.,Nuga jeoreul ttarawayo.,
police,3. Asking for Help (도움 요청),4,Customer,어디 있어요?,Where are you?,Eodi isseoyo?,
police,3. Asking for Help (도움 요청),5,Staff,홍대입구역 근처요.,Near Hongdae Station.,Hongdae-ipguyeok geuncheo-yo.,
police,3. Asking for Help (도움 요청),6,Customer,거기 있으세요. 경찰 바로 보낼게요.,Stay there. I'll send police right away.,Geogi isseuseyo. Gyeongchal baro bonaelgeyo.,
police,3. Asking for Help (도움 요청),7,Staff,감사합니다. 무서워요.,Thank you. I'm scared.,Gamsahamnida. Museowoyo.,
police,3. Asking for Help (도움 요청),8,Customer,걱정 마세요. 곧 도착해요.,Don't worry. They'll arrive soon.,Geokjeong maseyo. Got dochakhaeyo.,
electronics,1. purchase,1,Staff,노트북 사고 싶어요.,I want to buy a laptop.,Noteubuk sago sipeoyo.,
electronics,1. purchase,2,Customer,어떤 용도로 쓰실 거예요?,What will you use it for?,Eotteon yongdoro sseusil geoyeyo?,
electronics,1. purchase,3,Staff,일반 업무용이요.,For general office work.,Ilban eommuyong-iyo.,
electronics,1. purchase,4,Customer,이 모델 추천해요. 가성비 좋아요.,I recommend this model. Good value.,I model chucheonhaeyo. Gaseongbi joayo.,
electronics,1. purchase,5,Staff,얼마예요?,How much is it?,Eolmayeyo?,
electronics,1. purchase,6,Customer,89만원이요.,890,Palsipgu-man-won-iyo.,
electronics,1. purchase,7,Staff,보증기간이 얼마예요?,What's the warranty period?,Bojeunggigan-i eolmayeyo?,
electronics,1. purchase,8,Customer,1년이요. 연장도 가능해요.,1 year. Extension is possible.,Il-lyeon-iyo. Yeonjangdo ganeunghaeyo.,
electronics,3. Repair Service (수리 서비스),1,Staff,폰 수리하러 왔어요.,I came to repair my phone.,Pon surihareo wasseoyo.,
electronics,3. Repair Service (수리 서비스),2,Customer,어떤 문제예요?,What's the problem?,Eotteon munjeyeyo?,
electronics,3. Repair Service (수리 서비스),3,Staff,화면이 깨졌어요.,The screen is cracked.,Hwamyeoni kkaejyeosseoyo.,
electronics,3. Repair Service (수리 서비스),4,Customer,화면 교체 비용이 15만원이에요.,Screen replacement costs 150,Hwamyeon gyoche biyong-i siboman-won-ieyo.,
electronics,3. Repair Service (수리 서비스),5,Staff,얼마나 걸려요?,How long will it take?,Eolmana geollyeoyo?,
electronics,3. Repair Service (수리 서비스),6,Customer,약 2시간이요.,About 2 hours.,Yak du-sigan-iyo.,
electronics,3. Repair Service (수리 서비스),7,Staff,오늘 할 수 있어요?,Can you do it today?,Oneul hal su isseoyo?,
electronics,3. Repair Service (수리 서비스),8,Customer,네 가능해요.,Yes we can.,Ne ganeunghaeyo.,
electronics,1. compare,1,Staff,이 두 모델 차이가 뭐예요?,What's the difference between these two?,I du model chaiga mwoyeyo?,
electronics,1. compare,2,Customer,이건 더 가볍고 배터리가 오래 가요.,This one is lighter with longer battery.,Igeon deo gabyeopgo baeteori-ga orae gayo.,
electronics,1. compare,3,Staff,가격 차이는요?,What's the price difference?,Gagyeok chaineunyo?,
electronics,1. compare,4,Customer,20만원 차이요.,200,Isipman-won chaiyo.,
electronics,1. compare,5,Staff,성능은 비슷해요?,Is the performance similar?,Seongneungeun biseutae-yo?,
electronics,1. compare,6,Customer,네 거의 같아요.,Yes almost the same.,Ne geoui gatayo.,
electronics,1. compare,7,Staff,그럼 싼 걸로 할게요.,Then I'll take the cheaper one.,Geureom ssan geollo halgeyo.,
electronics,1. compare,8,Customer,좋은 선택이에요.,Good choice.,Joeun seontaeg-ieyo.,
salon,1. Getting Haircut (커트하기),1,Staff,커트하러 왔어요.,I came for a haircut.,Keoteuharo wasseoyo.,
salon,1. Getting Haircut (커트하기),2,Customer,어떻게 해 드릴까요?,How would you like it?,Eotteoke hae deurilkkayo?,
salon,1. Getting Haircut (커트하기),3,Staff,조금만 다듬어 주세요.,Just a little trim please.,Jogeumman dadeumeo juseyo.,
salon,1. Getting Haircut (커트하기),4,Customer,몇 센치 자를까요?,How many centimeters?,Myeot senchi jareulaklkayo?,
salon,1. Getting Haircut (커트하기),5,Staff,2센치 정도요.,About 2 centimeters.,I-senchi jeongdoyo.,
salon,1. Getting Haircut (커트하기),6,Customer,앞머리도 잘라요?,Should I cut the bangs too?,Apmeorido jallayo?,
salon,1. Getting Haircut (커트하기),7,Staff,네 눈 위까지 해 주세요.,Yes above my eyes please.,Ne nun wikkaji hae juseyo.,
salon,1. Getting Haircut (커트하기),8,Customer,알겠어요. 시작할게요.,Okay. I'll start.,Algesseoyo. Sijakhalgeyo.,
salon,1. haircolor,1,Staff,염색하고 싶어요.,I want to dye my hair.,Yeomsaekago sipeoyo.,
salon,1. haircolor,2,Customer,어떤 색으로요?,What color?,Eotteon saek-euroyo?,
salon,1. haircolor,3,Staff,밝은 갈색이요.,Light brown.,Balgeun galsaeg-iyo.,
salon,1. haircolor,4,Customer,이 색 어떠세요?,How about this color?,I saek eotteuseyo?,
salon,1. haircolor,5,Staff,좋아요. 이걸로요.,Good. This one.,Joayo. Igeolloyo.,
salon,1. haircolor,6,Customer,시간이 2시간 정도 걸려요.,It takes about 2 hours.,Sigan-i du-sigan jeongdo geollyeoyo.,
salon,1. haircolor,7,Staff,얼마예요?,How much is it?,Eolmayeyo?,
salon,1. haircolor,8,Customer,8만원이요.,80,Palman-won-iyo.,
salon,1. hairstyle,1,Staff,스타일 추천해 주세요.,Please recommend a style.,Seutail chucheonhae juseyo.,
salon,1. hairstyle,2,Customer,얼굴형에 이 스타일이 잘 어울려요.,This style suits your face shape.,Eolgulhyeonge i seutail-i jal eoullyeoyo.,
salon,1. hairstyle,3,Staff,사진 보여주세요.,Show me a picture.,Sajin boyeojuseyo.,
salon,1. hairstyle,4,Customer,이런 느낌이요.,Like this.,Ireon neukkim-iyo.,
salon,1. hairstyle,5,Staff,좋아요. 이렇게 해 주세요.,Good. Do it like this.,Joayo. Ireoke hae juseyo.,
salon,1. hairstyle,6,Customer,파마도 하시겠어요?,Would you like a perm too?,Pamado hasigesseoyo?,
salon,1. hairstyle,7,Staff,아니요 자연스럽게요.,No just natural.,Aniyo jayeonseureobgeyo.,
salon,1. hairstyle,8,Customer,알겠어요.,Understood.,Algesseoyo.,
bakery,1. Ordering Coffee (커피 주문),1,Staff,아메리카노 한 잔 주세요.,One Americano please.,Amerikano han jan juseyo.,
bakery,1. Ordering Coffee (커피 주문),2,Customer,뜨거운 거요 차가운 거요?,Hot or iced?,Tteugeoun geoyo chagaun geoyo?,
bakery,1. Ordering Coffee (커피 주문),3,Staff,아이스로요.,Iced please.,Aiseu-royo.,
bakery,1. Ordering Coffee (커피 주문),4,Customer,사이즈 뭐로 하시겠어요?,What size?,Saijeu mworo hasigesseoyo?,
bakery,1. Ordering Coffee (커피 주문),5,Staff,레귤러로요.,Regular please.,Regyulleoro-yo.,
bakery,1. Ordering Coffee (커피 주문),6,Customer,빵도 드시겠어요?,Would you like bread too?,Ppangdo deusigesseoyo?,
bakery,1. Ordering Coffee (커피 주문),7,Staff,네 크루아상 하나요.,Yes one croissant.,Ne keuruasang hanayo.,
bakery,1. Ordering Coffee (커피 주문),8,Customer,9500원입니다.,That's 9,Gucheonobaek-wonimida.,
bakery,1. caferec,1,Staff,제일 인기 있는 게 뭐예요?,What's the most popular?,Jeil ingi inneun ge mwoyeyo?,
bakery,1. caferec,2,Customer,소금빵이 요즘 인기 많아요.,Salt bread is popular these days.,Sogeumppang-i yojeum ingi manayo.,
bakery,1. caferec,3,Staff,맛있어요?,Is it good?,Masisseoyo?,
bakery,1. caferec,4,Customer,네 버터향이 정말 좋아요.,Yes the butter flavor is really nice.,Ne beoteo-hyang-i jeongmal joayo.,
bakery,1. caferec,5,Staff,그럼 하나 주세요.,Then one please.,Geureom hana juseyo.,
bakery,1. caferec,6,Customer,따뜻하게 데워드릴까요?,Should I warm it up?,Ttatteutage dewodeurilkkayo?,
bakery,1. caferec,7,Staff,네 부탁해요.,Yes please.,Ne butakhaeyo.,
bakery,1. caferec,8,Customer,잠시만요.,Just a moment.,Jamsimanyo.,
bakery,1. cafetake,1,Staff,포장해 주세요.,For takeout please.,Pojang hae juseyo.,
bakery,1. cafetake,2,Customer,네 잠시만요.,Yes just a moment.,Ne jamsimanyo.,
